contract_type_id,contract_type,customer_id,contract_type_id,paperless_billing,customer_id,churn_month,customer_id,gender,senior_citizen,partner,dependents,customer_id,payment_type_id,monthly_charges,total_charges,customer_id,signup_date,customer_id,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,internet_service_type_id,internet_service_type,payment_type_id,payment_type
1,Month-to-month,4558-FANTW,1,No,4558-FANTW,2022-01-31,4558-FANTW,Female,0,Yes,Yes,4558-FANTW,1,91.85,1574.45,4558-FANTW,"2020-08-21 18:07:34",4558-FANTW,Yes,No,2,Yes,No,No,Yes,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5180-UCIIQ,1,No,5180-UCIIQ,2022-01-31,5180-UCIIQ,Male,1,Yes,Yes,5180-UCIIQ,2,40.05,880.2,5180-UCIIQ,"2020-03-21 18:07:34",5180-UCIIQ,No,"No phone service",1,Yes,No,No,No,No,Yes,1,DSL,2,"Mailed check"
1,Month-to-month,5931-FLJJF,1,Yes,5931-FLJJF,2022-01-31,5931-FLJJF,Male,1,Yes,No,5931-FLJJF,2,70.1,467.55,5931-FLJJF,"2021-06-21 18:07:34",5931-FLJJF,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
2,"One year",8079-XRJRS,2,No,8079-XRJRS,2022-01-31,8079-XRJRS,Male,0,Yes,No,8079-XRJRS,1,89.75,5769.6,8079-XRJRS,"2016-08-21 18:07:34",8079-XRJRS,Yes,Yes,2,Yes,Yes,Yes,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,8387-MOJJT,1,Yes,8387-MOJJT,2022-01-31,8387-MOJJT,Female,0,Yes,Yes,8387-MOJJT,4,77.95,3384,8387-MOJJT,"2018-07-21 18:07:34",8387-MOJJT,Yes,No,2,No,No,No,No,Yes,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,0634-SZPQA,1,Yes,0634-SZPQA,2022-01-31,0634-SZPQA,Female,0,No,No,0634-SZPQA,3,90.05,2169.8,0634-SZPQA,"2020-02-21 18:07:34",0634-SZPQA,Yes,Yes,2,Yes,No,No,No,Yes,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,0727-IWKVK,1,Yes,0727-IWKVK,2022-01-31,0727-IWKVK,Male,0,Yes,No,0727-IWKVK,1,79.9,741.7,0727-IWKVK,"2021-04-21 18:07:34",0727-IWKVK,Yes,No,2,No,Yes,Yes,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0761-AETCS,1,No,0761-AETCS,2022-01-31,0761-AETCS,Female,0,No,No,0761-AETCS,1,19.3,19.3,0761-AETCS,"2021-12-21 18:07:34",0761-AETCS,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,1,"Electronic check"
1,Month-to-month,0925-VYDLG,1,No,0925-VYDLG,2022-01-31,0925-VYDLG,Female,0,No,No,0925-VYDLG,1,75.25,242,0925-VYDLG,"2021-10-21 18:07:34",0925-VYDLG,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,1084-UQCHV,1,No,1084-UQCHV,2022-01-31,1084-UQCHV,Male,0,No,Yes,1084-UQCHV,3,69.75,69.75,1084-UQCHV,"2021-12-21 18:07:34",1084-UQCHV,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,1842-EZJMK,1,No,1842-EZJMK,2022-01-31,1842-EZJMK,Male,0,Yes,Yes,1842-EZJMK,1,103.7,5071.05,1842-EZJMK,"2017-11-21 18:07:34",1842-EZJMK,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3746-EUBYR,1,Yes,3746-EUBYR,2022-01-31,3746-EUBYR,Male,0,Yes,No,3746-EUBYR,3,74.6,74.6,3746-EUBYR,"2021-12-21 18:07:34",3746-EUBYR,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3923-CSIHK,1,Yes,3923-CSIHK,2022-01-31,3923-CSIHK,Female,1,Yes,No,3923-CSIHK,1,71.05,3444.85,3923-CSIHK,"2017-11-21 18:07:34",3923-CSIHK,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4678-DVQEO,1,Yes,4678-DVQEO,2022-01-31,4678-DVQEO,Female,0,No,No,4678-DVQEO,1,52.2,52.2,4678-DVQEO,"2021-12-21 18:07:34",4678-DVQEO,Yes,No,1,No,No,No,Yes,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,5134-IKDAY,1,Yes,5134-IKDAY,2022-01-31,5134-IKDAY,Female,0,Yes,Yes,5134-IKDAY,1,69.8,69.8,5134-IKDAY,"2021-12-21 18:07:34",5134-IKDAY,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5688-KZTSN,1,Yes,5688-KZTSN,2022-01-31,5688-KZTSN,Male,0,Yes,Yes,5688-KZTSN,1,20,288.05,5688-KZTSN,"2020-10-21 18:07:34",5688-KZTSN,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,1,"Electronic check"
1,Month-to-month,5692-FPTAH,1,Yes,5692-FPTAH,2022-01-31,5692-FPTAH,Female,0,No,No,5692-FPTAH,2,45.4,45.4,5692-FPTAH,"2021-12-21 18:07:34",5692-FPTAH,Yes,No,1,No,No,No,No,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,6543-XRMYR,1,Yes,6543-XRMYR,2022-01-31,6543-XRMYR,Female,1,No,No,6543-XRMYR,1,99.7,2967.35,6543-XRMYR,"2019-07-21 18:07:34",6543-XRMYR,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,8868-WOZGU,1,Yes,8868-WOZGU,2022-01-31,8868-WOZGU,Male,0,No,No,8868-WOZGU,1,105.7,2979.5,8868-WOZGU,"2019-09-21 18:07:34",8868-WOZGU,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0883-EIBTI,1,No,0883-EIBTI,2022-01-31,0883-EIBTI,Female,0,No,No,0883-EIBTI,2,19.5,31.55,0883-EIBTI,"2021-11-21 18:07:34",0883-EIBTI,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
1,Month-to-month,1455-ESIQH,1,Yes,1455-ESIQH,2022-01-31,1455-ESIQH,Male,0,No,No,1455-ESIQH,1,89.1,89.1,1455-ESIQH,"2021-12-21 18:07:34",1455-ESIQH,Yes,No,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,1925-TIBLE,1,Yes,1925-TIBLE,2022-01-31,1925-TIBLE,Female,0,Yes,No,1925-TIBLE,1,86.5,582.5,1925-TIBLE,"2021-06-21 18:07:34",1925-TIBLE,Yes,Yes,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2012-NWRPA,1,Yes,2012-NWRPA,2022-01-31,2012-NWRPA,Female,1,Yes,No,2012-NWRPA,1,99.55,1131.2,2012-NWRPA,"2021-02-21 18:07:34",2012-NWRPA,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2189-WWOEW,1,Yes,2189-WWOEW,2022-01-31,2189-WWOEW,Female,0,No,Yes,2189-WWOEW,3,85.9,1269.55,2189-WWOEW,"2020-10-21 18:07:34",2189-WWOEW,Yes,No,2,No,Yes,No,No,No,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,2608-BHKFN,1,Yes,2608-BHKFN,2022-01-31,2608-BHKFN,Female,0,No,No,2608-BHKFN,4,70.05,266.9,2608-BHKFN,"2021-09-21 18:07:34",2608-BHKFN,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3797-VTIDR,1,Yes,3797-VTIDR,2022-01-31,3797-VTIDR,Male,0,Yes,No,3797-VTIDR,1,23.45,23.45,3797-VTIDR,"2021-12-21 18:07:34",3797-VTIDR,No,"No phone service",1,No,No,No,No,No,No,1,DSL,1,"Electronic check"
2,"One year",4607-CHPCA,2,Yes,4607-CHPCA,2022-01-31,4607-CHPCA,Male,0,Yes,Yes,4607-CHPCA,1,90.4,2178.6,4607-CHPCA,"2019-12-21 18:07:34",4607-CHPCA,Yes,No,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
2,"One year",4791-QRGMF,2,Yes,4791-QRGMF,2022-01-31,4791-QRGMF,Male,0,Yes,No,4791-QRGMF,3,99.5,5961.1,4791-QRGMF,"2017-02-21 18:07:34",4791-QRGMF,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,5494-HECPR,1,Yes,5494-HECPR,2022-01-31,5494-HECPR,Female,0,No,No,5494-HECPR,1,80.25,80.25,5494-HECPR,"2021-12-21 18:07:34",5494-HECPR,Yes,No,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7615-ESMYF,1,No,7615-ESMYF,2022-01-31,7615-ESMYF,Female,0,Yes,No,7615-ESMYF,1,44.6,97.1,7615-ESMYF,"2021-11-21 18:07:34",7615-ESMYF,No,"No phone service",1,No,No,No,No,Yes,Yes,1,DSL,1,"Electronic check"
3,"Two year",7951-QKZPL,3,Yes,7951-QKZPL,2022-01-31,7951-QKZPL,Female,0,Yes,Yes,7951-QKZPL,2,24.5,740.3,7951-QKZPL,"2019-04-21 18:07:34",7951-QKZPL,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
3,"Two year",8580-QVLOC,3,No,8580-QVLOC,2022-01-31,8580-QVLOC,Female,1,Yes,Yes,8580-QVLOC,4,92.45,6440.25,8580-QVLOC,"2016-01-21 18:07:34",8580-QVLOC,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,8878-HMWBV,1,Yes,8878-HMWBV,2022-01-31,8878-HMWBV,Male,0,No,No,8878-HMWBV,1,49.15,169.05,8878-HMWBV,"2021-10-21 18:07:34",8878-HMWBV,Yes,No,1,No,No,Yes,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,9330-IJWIO,1,Yes,9330-IJWIO,2022-01-31,9330-IJWIO,Female,0,No,No,9330-IJWIO,1,100.35,1358.85,9330-IJWIO,"2020-12-21 18:07:34",9330-IJWIO,Yes,Yes,2,Yes,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0337-CNPZE,1,Yes,0337-CNPZE,2022-01-31,0337-CNPZE,Female,0,No,No,0337-CNPZE,1,106.3,4443.45,0337-CNPZE,"2018-08-21 18:07:34",0337-CNPZE,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0587-DMGBH,1,Yes,0587-DMGBH,2022-01-31,0587-DMGBH,Female,0,No,No,0587-DMGBH,1,49.85,365.55,0587-DMGBH,"2021-05-21 18:07:34",0587-DMGBH,Yes,No,1,Yes,No,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,0812-WUPTB,1,No,0812-WUPTB,2022-01-31,0812-WUPTB,Male,1,Yes,No,0812-WUPTB,2,70.85,70.85,0812-WUPTB,"2021-12-21 18:07:34",0812-WUPTB,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,2860-RANUS,1,Yes,2860-RANUS,2022-01-31,2860-RANUS,Female,1,No,No,2860-RANUS,4,85.8,1727.5,2860-RANUS,"2020-05-21 18:07:34",2860-RANUS,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,2947-DOMLJ,1,No,2947-DOMLJ,2022-01-31,2947-DOMLJ,Male,0,No,Yes,2947-DOMLJ,2,50.6,50.6,2947-DOMLJ,"2021-12-21 18:07:34",2947-DOMLJ,Yes,No,1,Yes,No,No,No,No,No,1,DSL,2,"Mailed check"
2,"One year",3164-AALRN,2,Yes,3164-AALRN,2022-01-31,3164-AALRN,Male,0,No,No,3164-AALRN,2,70,347.4,3164-AALRN,"2021-08-21 18:07:34",3164-AALRN,Yes,No,1,No,No,Yes,No,Yes,Yes,1,DSL,2,"Mailed check"
1,Month-to-month,3389-YGYAI,1,Yes,3389-YGYAI,2022-01-31,3389-YGYAI,Female,1,No,No,3389-YGYAI,1,105.5,829.55,3389-YGYAI,"2021-05-21 18:07:34",3389-YGYAI,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4510-HIMLV,1,Yes,4510-HIMLV,2022-01-31,4510-HIMLV,Male,0,No,No,4510-HIMLV,1,69.8,69.8,4510-HIMLV,"2021-12-21 18:07:34",4510-HIMLV,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,5240-IJOQT,1,Yes,5240-IJOQT,2022-01-31,5240-IJOQT,Male,1,No,No,5240-IJOQT,1,74.7,74.7,5240-IJOQT,"2021-12-21 18:07:34",5240-IJOQT,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,6179-GJPSO,1,Yes,6179-GJPSO,2022-01-31,6179-GJPSO,Female,1,No,No,6179-GJPSO,4,108.15,4600.7,6179-GJPSO,"2018-06-21 18:07:34",6179-GJPSO,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,6221-AVQYL,1,Yes,6221-AVQYL,2022-01-31,6221-AVQYL,Male,0,No,No,6221-AVQYL,4,73.25,131.05,6221-AVQYL,"2021-11-21 18:07:34",6221-AVQYL,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",4,"Credit card (automatic)"
2,"One year",6664-FPDAC,2,Yes,6664-FPDAC,2022-01-31,6664-FPDAC,Female,1,No,No,6664-FPDAC,1,111.95,6418.9,6664-FPDAC,"2017-05-21 18:07:34",6664-FPDAC,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7359-PTSXY,1,No,7359-PTSXY,2022-01-31,7359-PTSXY,Male,0,No,No,7359-PTSXY,1,45.75,45.75,7359-PTSXY,"2021-12-21 18:07:34",7359-PTSXY,Yes,No,1,No,No,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,7861-UVUFT,1,Yes,7861-UVUFT,2022-01-31,7861-UVUFT,Female,0,Yes,No,7861-UVUFT,1,84.3,1308.4,7861-UVUFT,"2020-10-21 18:07:34",7861-UVUFT,Yes,No,2,No,No,Yes,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,9488-HGMJH,1,Yes,9488-HGMJH,2022-01-31,9488-HGMJH,Female,1,No,No,9488-HGMJH,1,71.15,71.15,9488-HGMJH,"2021-12-21 18:07:34",9488-HGMJH,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0259-GBZSH,1,Yes,0259-GBZSH,2022-01-31,0259-GBZSH,Male,0,No,No,0259-GBZSH,1,85.65,181.5,0259-GBZSH,"2021-11-21 18:07:34",0259-GBZSH,Yes,Yes,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0772-GYEQQ,1,Yes,0772-GYEQQ,2022-01-31,0772-GYEQQ,Male,0,No,No,0772-GYEQQ,2,88.35,262.05,0772-GYEQQ,"2021-10-21 18:07:34",0772-GYEQQ,Yes,No,2,No,No,Yes,Yes,Yes,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,1455-UGQVH,1,Yes,1455-UGQVH,2022-01-31,1455-UGQVH,Male,0,Yes,No,1455-UGQVH,1,98.5,1037.75,1455-UGQVH,"2021-03-21 18:07:34",1455-UGQVH,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2058-DCJBE,1,Yes,2058-DCJBE,2022-01-31,2058-DCJBE,Male,0,No,No,2058-DCJBE,1,69.75,324.6,2058-DCJBE,"2021-08-21 18:07:34",2058-DCJBE,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,2840-XANRC,1,Yes,2840-XANRC,2022-01-31,2840-XANRC,Male,1,Yes,No,2840-XANRC,1,93.15,2231.05,2840-XANRC,"2020-01-21 18:07:34",2840-XANRC,Yes,No,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3422-LYEPQ,1,Yes,3422-LYEPQ,2022-01-31,3422-LYEPQ,Male,0,Yes,Yes,3422-LYEPQ,1,71,71,3422-LYEPQ,"2021-12-21 18:07:34",3422-LYEPQ,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3957-LXOLK,1,Yes,3957-LXOLK,2022-01-31,3957-LXOLK,Female,1,No,No,3957-LXOLK,1,106.15,3152.5,3957-LXOLK,"2019-09-21 18:07:34",3957-LXOLK,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4510-PYUSH,1,Yes,4510-PYUSH,2022-01-31,4510-PYUSH,Female,1,No,No,4510-PYUSH,4,57.15,2250.65,4510-PYUSH,"2018-11-21 18:07:34",4510-PYUSH,Yes,No,1,Yes,Yes,No,No,No,No,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,4587-VVTOX,1,Yes,4587-VVTOX,2022-01-31,4587-VVTOX,Female,0,Yes,No,4587-VVTOX,1,105.3,545.2,4587-VVTOX,"2021-07-21 18:07:34",4587-VVTOX,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4598-XLKNJ,1,Yes,4598-XLKNJ,2022-01-31,4598-XLKNJ,Female,1,Yes,No,4598-XLKNJ,1,98.5,2514.5,4598-XLKNJ,"2019-12-21 18:07:34",4598-XLKNJ,Yes,No,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4750-ZRXIU,1,Yes,4750-ZRXIU,2022-01-31,4750-ZRXIU,Female,1,No,No,4750-ZRXIU,1,84.6,360.1,4750-ZRXIU,"2021-09-21 18:07:34",4750-ZRXIU,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4800-VHZKI,1,Yes,4800-VHZKI,2022-01-31,4800-VHZKI,Female,0,No,No,4800-VHZKI,2,19.9,19.9,4800-VHZKI,"2021-12-21 18:07:34",4800-VHZKI,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
1,Month-to-month,4902-OHLSK,1,No,4902-OHLSK,2022-01-31,4902-OHLSK,Female,1,No,No,4902-OHLSK,1,98.65,2862.75,4902-OHLSK,"2019-08-21 18:07:34",4902-OHLSK,Yes,Yes,2,No,No,No,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4951-UKAAQ,1,Yes,4951-UKAAQ,2022-01-31,4951-UKAAQ,Female,0,No,No,4951-UKAAQ,1,88.95,355.2,4951-UKAAQ,"2021-09-21 18:07:34",4951-UKAAQ,Yes,Yes,2,No,Yes,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7526-BEZQB,1,Yes,7526-BEZQB,2022-01-31,7526-BEZQB,Male,0,No,No,7526-BEZQB,1,96.05,1148.1,7526-BEZQB,"2021-01-21 18:07:34",7526-BEZQB,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,7639-SUPCW,1,Yes,7639-SUPCW,2022-01-31,7639-SUPCW,Female,0,No,No,7639-SUPCW,4,48.8,1054.6,7639-SUPCW,"2020-03-21 18:07:34",7639-SUPCW,Yes,No,1,Yes,No,No,No,No,No,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,8808-ELEHO,1,Yes,8808-ELEHO,2022-01-31,8808-ELEHO,Male,1,No,No,8808-ELEHO,1,81.25,585.95,8808-ELEHO,"2021-05-21 18:07:34",8808-ELEHO,Yes,Yes,2,No,No,Yes,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0495-RVCBF,1,Yes,0495-RVCBF,2022-01-31,0495-RVCBF,Female,0,No,No,0495-RVCBF,1,79.7,79.7,0495-RVCBF,"2021-12-21 18:07:34",0495-RVCBF,Yes,No,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0679-IDSTG,1,Yes,0679-IDSTG,2022-01-31,0679-IDSTG,Female,1,Yes,Yes,0679-IDSTG,1,69.25,69.25,0679-IDSTG,"2021-12-21 18:07:34",0679-IDSTG,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,1918-ZBFQJ,1,Yes,1918-ZBFQJ,2022-01-31,1918-ZBFQJ,Female,0,No,No,1918-ZBFQJ,1,79.25,1111.65,1918-ZBFQJ,"2020-12-21 18:07:34",1918-ZBFQJ,Yes,No,2,No,Yes,Yes,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,6338-AVWCY,1,Yes,6338-AVWCY,2022-01-31,6338-AVWCY,Male,0,No,No,6338-AVWCY,2,40.15,130.75,6338-AVWCY,"2021-10-21 18:07:34",6338-AVWCY,No,"No phone service",1,No,No,Yes,No,Yes,No,1,DSL,2,"Mailed check"
1,Month-to-month,7479-NITWS,1,Yes,7479-NITWS,2022-01-31,7479-NITWS,Male,0,No,No,7479-NITWS,4,89.35,631.85,7479-NITWS,"2021-06-21 18:07:34",7479-NITWS,Yes,Yes,2,No,No,Yes,No,Yes,No,2,"Fiber optic",4,"Credit card (automatic)"
2,"One year",7541-YLXCL,2,Yes,7541-YLXCL,2022-01-31,7541-YLXCL,Male,0,No,No,7541-YLXCL,2,65.4,2498.4,7541-YLXCL,"2019-01-21 18:07:34",7541-YLXCL,Yes,No,1,No,Yes,No,Yes,No,Yes,1,DSL,2,"Mailed check"
1,Month-to-month,8229-TNIQA,1,Yes,8229-TNIQA,2022-01-31,8229-TNIQA,Female,0,No,No,8229-TNIQA,2,45.3,196.95,8229-TNIQA,"2021-09-21 18:07:34",8229-TNIQA,Yes,No,1,No,No,No,No,No,No,1,DSL,2,"Mailed check"
2,"One year",8627-EHGIP,2,Yes,8627-EHGIP,2022-01-31,8627-EHGIP,Male,0,No,No,8627-EHGIP,2,53.95,2375.4,8627-EHGIP,"2018-05-21 18:07:34",8627-EHGIP,No,"No phone service",1,No,Yes,Yes,No,Yes,Yes,1,DSL,2,"Mailed check"
1,Month-to-month,8999-BOHSE,1,No,8999-BOHSE,2022-01-31,8999-BOHSE,Female,1,No,No,8999-BOHSE,3,89.7,1047.7,8999-BOHSE,"2021-02-21 18:07:34",8999-BOHSE,Yes,No,2,No,No,No,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,9661-MHUMO,1,Yes,9661-MHUMO,2022-01-31,9661-MHUMO,Male,1,Yes,Yes,9661-MHUMO,4,49.25,49.25,9661-MHUMO,"2021-12-21 18:07:34",9661-MHUMO,Yes,No,1,No,No,No,Yes,No,No,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,2150-UWTFY,1,No,2150-UWTFY,2022-01-31,2150-UWTFY,Female,0,Yes,Yes,2150-UWTFY,2,61.15,1422.05,2150-UWTFY,"2020-03-21 18:07:34",2150-UWTFY,Yes,No,1,Yes,Yes,Yes,No,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,4424-TKOPW,1,Yes,4424-TKOPW,2022-01-31,4424-TKOPW,Male,1,No,No,4424-TKOPW,1,93.85,196.75,4424-TKOPW,"2021-11-21 18:07:34",4424-TKOPW,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4910-AQFFX,1,Yes,4910-AQFFX,2022-01-31,4910-AQFFX,Male,0,Yes,Yes,4910-AQFFX,3,79.35,661.25,4910-AQFFX,"2021-04-21 18:07:34",4910-AQFFX,Yes,Yes,2,No,No,Yes,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,5868-CZJDR,1,Yes,5868-CZJDR,2022-01-31,5868-CZJDR,Male,0,No,Yes,5868-CZJDR,2,31.35,31.35,5868-CZJDR,"2021-12-21 18:07:34",5868-CZJDR,No,"No phone service",1,No,Yes,No,No,No,No,1,DSL,2,"Mailed check"
2,"One year",6261-RCVNS,2,No,6261-RCVNS,2022-01-31,6261-RCVNS,Female,0,No,No,6261-RCVNS,4,73.9,3160.55,6261-RCVNS,"2018-07-21 18:07:34",6261-RCVNS,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,9117-SHLZX,1,Yes,9117-SHLZX,2022-01-31,9117-SHLZX,Male,0,No,No,9117-SHLZX,2,45.7,45.7,9117-SHLZX,"2021-12-21 18:07:34",9117-SHLZX,Yes,No,1,No,No,No,No,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,9408-SSNVZ,1,Yes,9408-SSNVZ,2022-01-31,9408-SSNVZ,Female,0,No,No,9408-SSNVZ,1,70.15,268.35,9408-SSNVZ,"2021-09-21 18:07:34",9408-SSNVZ,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,9992-RRAMN,1,Yes,9992-RRAMN,2022-01-31,9992-RRAMN,Male,0,Yes,No,9992-RRAMN,1,85.1,1873.7,9992-RRAMN,"2020-03-21 18:07:34",9992-RRAMN,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
2,"One year",0471-LVHGK,2,Yes,0471-LVHGK,2022-01-31,0471-LVHGK,Male,0,Yes,No,0471-LVHGK,1,73,3001.2,0471-LVHGK,"2018-08-21 18:07:34",0471-LVHGK,Yes,Yes,1,No,No,Yes,No,Yes,Yes,1,DSL,1,"Electronic check"
3,"Two year",0617-AQNWT,3,No,0617-AQNWT,2022-01-31,0617-AQNWT,Female,0,Yes,No,0617-AQNWT,1,47.85,3147.5,0617-AQNWT,"2016-09-21 18:07:34",0617-AQNWT,No,"No phone service",1,Yes,No,Yes,Yes,No,Yes,1,DSL,1,"Electronic check"
1,Month-to-month,0684-AOSIH,1,Yes,0684-AOSIH,2022-01-31,0684-AOSIH,Male,0,Yes,No,0684-AOSIH,1,95,95,0684-AOSIH,"2021-12-21 18:07:34",0684-AOSIH,Yes,No,2,Yes,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,0872-NXJYS,1,Yes,0872-NXJYS,2022-01-31,0872-NXJYS,Female,0,No,No,0872-NXJYS,1,79.55,723.4,0872-NXJYS,"2021-04-21 18:07:34",0872-NXJYS,Yes,No,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,1268-ASBGA,1,Yes,1268-ASBGA,2022-01-31,1268-ASBGA,Female,1,Yes,No,1268-ASBGA,4,85.35,1375.15,1268-ASBGA,"2020-09-21 18:07:34",1268-ASBGA,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",4,"Credit card (automatic)"
