customer_id,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,customer_id,signup_date,customer_id,contract_type_id,paperless_billing,customer_id,gender,senior_citizen,partner,dependents,customer_id,payment_type_id,monthly_charges,total_charges,customer_id,churn_month,payment_type_id,payment_type,internet_service_type_id,internet_service_type,contract_type_id,contract_type
8792-AOROI,Yes,No,1,Yes,No,No,Yes,No,Yes,8792-AOROI,"2021-05-21 18:07:34",8792-AOROI,3,No,8792-AOROI,Female,0,Yes,No,8792-AOROI,2,65.5,564.35,NULL,NULL,2,"Mailed check",1,DSL,3,"Two year"
8799-OXZMD,No,"No phone service",1,No,No,Yes,No,No,No,8799-OXZMD,"2019-09-21 18:07:34",8799-OXZMD,1,Yes,8799-OXZMD,Female,0,No,No,8799-OXZMD,2,29.75,790.7,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
8800-JOOCF,Yes,Yes,2,No,No,No,No,Yes,No,8800-JOOCF,"2021-01-21 18:07:34",8800-JOOCF,1,Yes,8800-JOOCF,Female,0,No,Yes,8800-JOOCF,1,84.05,966.55,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8800-ZKRFW,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,8800-ZKRFW,"2019-07-21 18:07:34",8800-ZKRFW,1,Yes,8800-ZKRFW,Female,0,Yes,Yes,8800-ZKRFW,1,107.5,3242.5,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8802-UNOJF,Yes,No,2,No,Yes,Yes,Yes,No,No,8802-UNOJF,"2021-01-21 18:07:34",8802-UNOJF,1,Yes,8802-UNOJF,Male,1,No,No,8802-UNOJF,2,83.8,1029.75,8802-UNOJF,2022-01-31,2,"Mailed check",2,"Fiber optic",1,Month-to-month
8805-JNRAZ,Yes,No,1,No,Yes,No,No,No,No,8805-JNRAZ,"2021-11-21 18:07:34",8805-JNRAZ,1,No,8805-JNRAZ,Female,0,No,No,8805-JNRAZ,2,49.2,103.7,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
8806-EAGWC,Yes,No,1,No,No,No,No,Yes,No,8806-EAGWC,"2021-10-21 18:07:34",8806-EAGWC,1,No,8806-EAGWC,Male,0,No,No,8806-EAGWC,2,55.15,159.15,8806-EAGWC,2022-01-31,2,"Mailed check",1,DSL,1,Month-to-month
8807-ARQET,No,"No phone service",1,No,Yes,No,No,No,Yes,8807-ARQET,"2018-08-21 18:07:34",8807-ARQET,1,Yes,8807-ARQET,Female,0,No,No,8807-ARQET,1,40.35,1677.85,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
8807-OPMBM,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8807-OPMBM,"2017-06-21 18:07:34",8807-OPMBM,3,Yes,8807-OPMBM,Female,0,Yes,Yes,8807-OPMBM,4,25.65,1388,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
8808-ELEHO,Yes,Yes,2,No,No,Yes,No,No,No,8808-ELEHO,"2021-05-21 18:07:34",8808-ELEHO,1,Yes,8808-ELEHO,Male,1,No,No,8808-ELEHO,1,81.25,585.95,8808-ELEHO,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8809-RIHDD,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,8809-RIHDD,"2016-01-21 18:07:34",8809-RIHDD,3,Yes,8809-RIHDD,Male,0,Yes,Yes,8809-RIHDD,1,103.4,7372.65,8809-RIHDD,2022-01-31,1,"Electronic check",2,"Fiber optic",3,"Two year"
8809-XKHMD,Yes,Yes,2,Yes,Yes,No,Yes,No,Yes,8809-XKHMD,"2016-01-21 18:07:34",8809-XKHMD,3,Yes,8809-XKHMD,Male,0,Yes,No,8809-XKHMD,3,100.55,7325.1,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
8812-ZRHFP,Yes,No,2,No,No,Yes,No,No,Yes,8812-ZRHFP,"2019-07-21 18:07:34",8812-ZRHFP,2,No,8812-ZRHFP,Female,0,Yes,Yes,8812-ZRHFP,1,86.45,2538.05,NULL,NULL,1,"Electronic check",2,"Fiber optic",2,"One year"
8815-LMFLX,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8815-LMFLX,"2019-12-21 18:07:34",8815-LMFLX,1,Yes,8815-LMFLX,Male,0,Yes,Yes,8815-LMFLX,3,25.4,546.85,NULL,NULL,3,"Bank transfer (automatic)",3,None,1,Month-to-month
8816-VXNZD,Yes,Yes,2,No,No,No,No,No,No,8816-VXNZD,"2021-12-21 18:07:34",8816-VXNZD,1,Yes,8816-VXNZD,Female,0,No,No,8816-VXNZD,1,75.1,75.1,8816-VXNZD,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8818-DOPVL,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,8818-DOPVL,"2018-03-21 18:07:34",8818-DOPVL,1,Yes,8818-DOPVL,Female,1,No,No,8818-DOPVL,1,104.45,4863.85,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8818-XYFCQ,Yes,Yes,2,Yes,No,No,No,Yes,Yes,8818-XYFCQ,"2019-05-21 18:07:34",8818-XYFCQ,1,Yes,8818-XYFCQ,Male,0,Yes,Yes,8818-XYFCQ,4,99.55,3204.65,8818-XYFCQ,2022-01-31,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
8819-IMISP,Yes,Yes,2,No,Yes,No,No,No,No,8819-IMISP,"2019-06-21 18:07:34",8819-IMISP,1,Yes,8819-IMISP,Male,0,No,No,8819-IMISP,1,80.45,2429.1,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8819-WFGGJ,No,"No phone service",1,Yes,No,Yes,No,Yes,Yes,8819-WFGGJ,"2016-05-21 18:07:34",8819-WFGGJ,3,Yes,8819-WFGGJ,Male,0,Yes,No,8819-WFGGJ,3,54.1,3794.5,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
8819-ZBYNA,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,8819-ZBYNA,"2017-03-21 18:07:34",8819-ZBYNA,3,Yes,8819-ZBYNA,Female,0,Yes,No,8819-ZBYNA,4,109.1,6393.65,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
8821-KVZKQ,No,"No phone service",1,No,Yes,Yes,Yes,Yes,Yes,8821-KVZKQ,"2016-03-21 18:07:34",8821-KVZKQ,2,Yes,8821-KVZKQ,Female,0,Yes,Yes,8821-KVZKQ,3,58.4,4113.15,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,2,"One year"
8821-XNHVZ,Yes,No,2,No,No,No,No,Yes,No,8821-XNHVZ,"2021-12-21 18:07:34",8821-XNHVZ,1,Yes,8821-XNHVZ,Female,0,Yes,Yes,8821-XNHVZ,2,80.05,80.05,8821-XNHVZ,2022-01-31,2,"Mailed check",2,"Fiber optic",1,Month-to-month
8822-KNBHV,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,8822-KNBHV,"2018-01-21 18:07:34",8822-KNBHV,2,Yes,8822-KNBHV,Female,0,No,No,8822-KNBHV,4,83.45,3887.85,NULL,NULL,4,"Credit card (automatic)",1,DSL,2,"One year"
8823-RLPWL,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,8823-RLPWL,"2016-01-21 18:07:34",8823-RLPWL,3,Yes,8823-RLPWL,Female,0,Yes,No,8823-RLPWL,4,110.65,8065.65,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
8824-RWFXJ,Yes,No,1,No,Yes,Yes,No,No,No,8824-RWFXJ,"2021-10-21 18:07:34",8824-RWFXJ,1,Yes,8824-RWFXJ,Male,0,Yes,Yes,8824-RWFXJ,2,56.15,168.15,8824-RWFXJ,2022-01-31,2,"Mailed check",1,DSL,1,Month-to-month
8835-VSDSE,Yes,No,2,No,No,No,No,No,No,8835-VSDSE,"2021-11-21 18:07:34",8835-VSDSE,1,Yes,8835-VSDSE,Female,0,Yes,No,8835-VSDSE,1,70.7,141.45,8835-VSDSE,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8837-VVWLQ,Yes,No,2,Yes,No,No,No,Yes,No,8837-VVWLQ,"2021-05-21 18:07:34",8837-VVWLQ,1,No,8837-VVWLQ,Female,0,No,No,8837-VVWLQ,1,84.95,668.4,8837-VVWLQ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8838-GPHZP,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8838-GPHZP,"2016-10-21 18:07:34",8838-GPHZP,3,Yes,8838-GPHZP,Female,0,No,No,8838-GPHZP,2,20.6,1298.7,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8840-DQLGN,Yes,Yes,2,Yes,Yes,No,Yes,Yes,No,8840-DQLGN,"2019-02-21 18:07:34",8840-DQLGN,1,Yes,8840-DQLGN,Female,1,Yes,No,8840-DQLGN,3,100.5,3653.35,8840-DQLGN,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
8844-TONUD,Yes,No,2,No,No,Yes,No,Yes,Yes,8844-TONUD,"2020-12-21 18:07:34",8844-TONUD,1,Yes,8844-TONUD,Male,0,Yes,Yes,8844-TONUD,2,96.65,1162.85,8844-TONUD,2022-01-31,2,"Mailed check",2,"Fiber optic",1,Month-to-month
8845-LWKGE,Yes,No,1,No,No,Yes,Yes,Yes,No,8845-LWKGE,"2019-07-21 18:07:34",8845-LWKGE,2,Yes,8845-LWKGE,Female,0,Yes,Yes,8845-LWKGE,1,64.5,1985.15,NULL,NULL,1,"Electronic check",1,DSL,2,"One year"
8847-GEOOQ,No,"No phone service",1,No,Yes,Yes,Yes,Yes,Yes,8847-GEOOQ,"2017-01-21 18:07:34",8847-GEOOQ,1,Yes,8847-GEOOQ,Male,0,Yes,No,8847-GEOOQ,3,60.2,3582.4,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
8849-AYPTR,Yes,No,2,No,No,No,No,Yes,Yes,8849-AYPTR,"2019-04-21 18:07:34",8849-AYPTR,1,No,8849-AYPTR,Male,0,Yes,No,8849-AYPTR,1,91.25,2964.05,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8849-GYOKR,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,8849-GYOKR,"2017-07-21 18:07:34",8849-GYOKR,2,No,8849-GYOKR,Female,0,Yes,No,8849-GYOKR,3,106.55,5763.3,8849-GYOKR,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
8849-PRIQJ,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,8849-PRIQJ,"2016-06-21 18:07:34",8849-PRIQJ,2,Yes,8849-PRIQJ,Female,0,Yes,Yes,8849-PRIQJ,1,109.4,7281.6,NULL,NULL,1,"Electronic check",2,"Fiber optic",2,"One year"
8851-RAGOV,Yes,No,1,Yes,Yes,No,Yes,No,Yes,8851-RAGOV,"2019-12-21 18:07:34",8851-RAGOV,1,Yes,8851-RAGOV,Female,0,Yes,No,8851-RAGOV,2,71.05,1837.7,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
8853-TZDGH,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,8853-TZDGH,"2016-01-21 18:07:34",8853-TZDGH,3,Yes,8853-TZDGH,Female,0,No,No,8853-TZDGH,3,111.6,8012.75,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
8854-CCVSQ,Yes,Yes,2,No,Yes,No,No,No,No,8854-CCVSQ,"2020-07-21 18:07:34",8854-CCVSQ,1,Yes,8854-CCVSQ,Male,0,No,No,8854-CCVSQ,1,80.65,1451.9,8854-CCVSQ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8857-CUPFQ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8857-CUPFQ,"2016-10-21 18:07:34",8857-CUPFQ,3,No,8857-CUPFQ,Male,0,Yes,No,8857-CUPFQ,2,19.25,1237.65,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8859-AXJZP,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8859-AXJZP,"2018-10-21 18:07:34",8859-AXJZP,3,Yes,8859-AXJZP,Male,0,Yes,Yes,8859-AXJZP,2,23.8,903.8,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8859-DZTGQ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8859-DZTGQ,"2019-04-21 18:07:34",8859-DZTGQ,3,No,8859-DZTGQ,Male,0,No,No,8859-DZTGQ,2,20.35,689.75,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8859-YSTWS,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8859-YSTWS,"2018-01-21 18:07:34",8859-YSTWS,2,No,8859-YSTWS,Male,0,No,No,8859-YSTWS,3,19.95,1004.5,NULL,NULL,3,"Bank transfer (automatic)",3,None,2,"One year"
8861-HGGKB,Yes,Yes,2,No,No,No,No,No,Yes,8861-HGGKB,"2021-03-21 18:07:34",8861-HGGKB,1,No,8861-HGGKB,Female,0,No,No,8861-HGGKB,1,86.45,830.85,8861-HGGKB,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8865-TNMNX,Yes,No,1,No,Yes,No,No,No,No,8865-TNMNX,"2021-03-21 18:07:34",8865-TNMNX,2,No,8865-TNMNX,Male,0,Yes,Yes,8865-TNMNX,2,49.55,475.7,NULL,NULL,2,"Mailed check",1,DSL,2,"One year"
8868-GAGIO,Yes,Yes,2,Yes,No,Yes,No,No,No,8868-GAGIO,"2018-04-21 18:07:34",8868-GAGIO,1,Yes,8868-GAGIO,Male,0,Yes,No,8868-GAGIO,2,84.55,3713.95,NULL,NULL,2,"Mailed check",2,"Fiber optic",1,Month-to-month
8868-WOZGU,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,8868-WOZGU,"2019-09-21 18:07:34",8868-WOZGU,1,Yes,8868-WOZGU,Male,0,No,No,8868-WOZGU,1,105.7,2979.5,8868-WOZGU,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8869-LIHMK,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,8869-LIHMK,"2016-09-21 18:07:34",8869-LIHMK,3,Yes,8869-LIHMK,Female,0,No,No,8869-LIHMK,3,115.1,7334.05,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
8869-TORSS,Yes,No,1,Yes,No,Yes,Yes,No,No,8869-TORSS,"2018-01-21 18:07:34",8869-TORSS,2,Yes,8869-TORSS,Female,0,No,No,8869-TORSS,4,60.35,2896.4,8869-TORSS,2022-01-31,4,"Credit card (automatic)",1,DSL,2,"One year"
8871-JLMHM,Yes,Yes,2,No,Yes,Yes,Yes,No,No,8871-JLMHM,"2016-05-21 18:07:34",8871-JLMHM,3,No,8871-JLMHM,Female,0,Yes,No,8871-JLMHM,4,90.2,6297.65,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
8873-GLDMH,Yes,Yes,2,No,No,No,No,No,No,8873-GLDMH,"2021-07-21 18:07:34",8873-GLDMH,1,Yes,8873-GLDMH,Female,0,No,No,8873-GLDMH,2,73.85,401.3,NULL,NULL,2,"Mailed check",2,"Fiber optic",1,Month-to-month
8873-TMKGR,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8873-TMKGR,"2019-08-21 18:07:34",8873-TMKGR,2,No,8873-TMKGR,Male,0,No,No,8873-TMKGR,2,19.1,529.5,NULL,NULL,2,"Mailed check",3,None,2,"One year"
8874-EJNSR,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8874-EJNSR,"2018-10-21 18:07:34",8874-EJNSR,3,No,8874-EJNSR,Male,0,Yes,Yes,8874-EJNSR,2,25.2,987.95,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8875-AKBYH,Yes,Yes,2,No,No,No,No,Yes,No,8875-AKBYH,"2020-05-21 18:07:34",8875-AKBYH,1,Yes,8875-AKBYH,Male,1,No,No,8875-AKBYH,1,84.35,1745.2,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8878-HMWBV,Yes,No,1,No,No,Yes,No,No,No,8878-HMWBV,"2021-10-21 18:07:34",8878-HMWBV,1,Yes,8878-HMWBV,Male,0,No,No,8878-HMWBV,1,49.15,169.05,8878-HMWBV,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
8878-RYUKI,Yes,No,1,No,No,Yes,No,No,Yes,8878-RYUKI,"2017-09-21 18:07:34",8878-RYUKI,1,Yes,8878-RYUKI,Female,0,No,No,8878-RYUKI,1,59.45,3043.7,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
8879-XUAHX,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,8879-XUAHX,"2016-02-21 18:07:34",8879-XUAHX,3,Yes,8879-XUAHX,Male,0,Yes,No,8879-XUAHX,1,116.25,8564.75,NULL,NULL,1,"Electronic check",2,"Fiber optic",3,"Two year"
8879-ZKJOF,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,8879-ZKJOF,"2018-08-21 18:07:34",8879-ZKJOF,2,Yes,8879-ZKJOF,Female,0,No,No,8879-ZKJOF,3,79.85,3320.75,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,2,"One year"
8882-TLVRW,No,"No phone service",1,Yes,No,Yes,Yes,No,No,8882-TLVRW,"2016-04-21 18:07:34",8882-TLVRW,3,No,8882-TLVRW,Male,0,Yes,Yes,8882-TLVRW,2,39.1,2779.5,NULL,NULL,2,"Mailed check",1,DSL,3,"Two year"
8883-ANODQ,Yes,Yes,2,No,Yes,Yes,No,No,No,8883-ANODQ,"2016-05-21 18:07:34",8883-ANODQ,3,Yes,8883-ANODQ,Female,0,Yes,Yes,8883-ANODQ,4,84.4,5746.75,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
8883-GRDWQ,Yes,No,1,Yes,No,No,Yes,No,No,8883-GRDWQ,"2020-05-21 18:07:34",8883-GRDWQ,2,No,8883-GRDWQ,Male,1,No,No,8883-GRDWQ,2,54,1055.9,NULL,NULL,2,"Mailed check",1,DSL,2,"One year"
8884-ADFVN,Yes,Yes,2,No,No,Yes,No,Yes,Yes,8884-ADFVN,"2021-06-21 18:07:34",8884-ADFVN,1,Yes,8884-ADFVN,Male,1,Yes,No,8884-ADFVN,1,101.95,700.85,8884-ADFVN,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8884-FEEWR,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8884-FEEWR,"2019-02-21 18:07:34",8884-FEEWR,2,No,8884-FEEWR,Male,0,No,No,8884-FEEWR,3,20.6,754,NULL,NULL,3,"Bank transfer (automatic)",3,None,2,"One year"
8884-MRNSU,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8884-MRNSU,"2020-08-21 18:07:34",8884-MRNSU,2,No,8884-MRNSU,Male,0,Yes,Yes,8884-MRNSU,3,19.9,329.75,NULL,NULL,3,"Bank transfer (automatic)",3,None,2,"One year"
8885-QSQBX,Yes,No,1,Yes,No,No,No,No,No,8885-QSQBX,"2021-12-21 18:07:34",8885-QSQBX,1,No,8885-QSQBX,Female,0,No,No,8885-QSQBX,3,49.55,49.55,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
8887-IPQNC,Yes,No,1,No,No,No,No,No,No,8887-IPQNC,"2021-06-21 18:07:34",8887-IPQNC,1,Yes,8887-IPQNC,Female,0,Yes,No,8887-IPQNC,2,44.25,313.45,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
8894-JVDCV,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,8894-JVDCV,"2016-11-21 18:07:34",8894-JVDCV,2,Yes,8894-JVDCV,Female,0,No,No,8894-JVDCV,4,115.05,7133.45,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
8896-BQTTI,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8896-BQTTI,"2021-12-21 18:07:34",8896-BQTTI,1,Yes,8896-BQTTI,Male,0,No,No,8896-BQTTI,2,25,25,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
8896-RAZCR,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8896-RAZCR,"2018-05-21 18:07:34",8896-RAZCR,3,No,8896-RAZCR,Female,0,No,Yes,8896-RAZCR,2,19.9,868.1,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8898-KASCD,No,"No phone service",1,No,No,Yes,Yes,No,No,8898-KASCD,"2018-10-21 18:07:34",8898-KASCD,2,No,8898-KASCD,Male,0,No,No,8898-KASCD,2,35.55,1309.15,NULL,NULL,2,"Mailed check",1,DSL,2,"One year"
8901-HJXTF,No,"No phone service",1,No,Yes,No,No,No,No,8901-HJXTF,"2021-01-21 18:07:34",8901-HJXTF,1,No,8901-HJXTF,Female,0,Yes,Yes,8901-HJXTF,2,29.2,309.1,8901-HJXTF,2022-01-31,2,"Mailed check",1,DSL,1,Month-to-month
8901-UPRHR,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,8901-UPRHR,"2016-01-21 18:07:34",8901-UPRHR,3,Yes,8901-UPRHR,Female,0,Yes,Yes,8901-UPRHR,3,109.2,7711.45,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
8902-ZEOVF,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8902-ZEOVF,"2018-02-21 18:07:34",8902-ZEOVF,2,No,8902-ZEOVF,Male,0,Yes,Yes,8902-ZEOVF,2,20.05,951.55,NULL,NULL,2,"Mailed check",3,None,2,"One year"
8903-WMRNW,Yes,No,2,Yes,No,Yes,No,Yes,Yes,8903-WMRNW,"2020-10-21 18:07:34",8903-WMRNW,1,No,8903-WMRNW,Female,0,Yes,No,8903-WMRNW,1,101.75,1669.4,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8903-XEBGX,Yes,No,1,No,No,No,No,No,Yes,8903-XEBGX,"2021-11-21 18:07:34",8903-XEBGX,1,Yes,8903-XEBGX,Male,0,No,Yes,8903-XEBGX,1,55.3,108.65,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
8904-OPDCK,No,"No phone service",1,No,No,No,No,No,No,8904-OPDCK,"2017-07-21 18:07:34",8904-OPDCK,1,Yes,8904-OPDCK,Male,1,Yes,No,8904-OPDCK,3,24.95,1364.75,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
8905-IAZPF,Yes,No,2,No,Yes,No,No,Yes,Yes,8905-IAZPF,"2016-04-21 18:07:34",8905-IAZPF,2,Yes,8905-IAZPF,Female,0,Yes,No,8905-IAZPF,4,95.65,6744.2,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
8908-NMQTX,No,"No phone service",1,Yes,Yes,Yes,Yes,Yes,Yes,8908-NMQTX,"2016-01-21 18:07:34",8908-NMQTX,3,Yes,8908-NMQTX,Male,0,No,No,8908-NMQTX,3,65.6,4566.5,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
8908-SLFCJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8908-SLFCJ,"2020-04-21 18:07:34",8908-SLFCJ,3,Yes,8908-SLFCJ,Female,0,No,No,8908-SLFCJ,4,20.85,435.25,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
8909-BOLNL,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8909-BOLNL,"2021-10-21 18:07:34",8909-BOLNL,2,No,8909-BOLNL,Male,0,No,No,8909-BOLNL,2,21.2,52.05,NULL,NULL,2,"Mailed check",3,None,2,"One year"
8910-ICHIU,Yes,No,2,Yes,Yes,Yes,No,Yes,No,8910-ICHIU,"2018-03-21 18:07:34",8910-ICHIU,2,Yes,8910-ICHIU,Female,0,No,No,8910-ICHIU,4,95.65,4664.2,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
8910-LEDAG,Yes,No,2,No,No,No,No,No,No,8910-LEDAG,"2019-03-21 18:07:34",8910-LEDAG,1,No,8910-LEDAG,Male,1,Yes,No,8910-LEDAG,4,71.55,2427.35,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
8914-RBTSB,Yes,Yes,2,No,Yes,Yes,No,Yes,No,8914-RBTSB,"2019-06-21 18:07:34",8914-RBTSB,1,No,8914-RBTSB,Male,0,Yes,No,8914-RBTSB,1,93.8,3019.5,8914-RBTSB,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8915-NNTRC,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,8915-NNTRC,"2016-01-21 18:07:34",8915-NNTRC,3,Yes,8915-NNTRC,Male,0,Yes,Yes,8915-NNTRC,4,107.7,7919.8,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
8917-FAEMR,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8917-FAEMR,"2018-12-21 18:07:34",8917-FAEMR,3,No,8917-FAEMR,Female,0,No,No,8917-FAEMR,2,19.85,784.25,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8917-SZTTJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8917-SZTTJ,"2017-01-21 18:07:34",8917-SZTTJ,3,No,8917-SZTTJ,Male,0,Yes,Yes,8917-SZTTJ,4,19.65,1161.75,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
8919-FYFQZ,No,"No phone service",1,No,Yes,No,No,No,No,8919-FYFQZ,"2018-05-21 18:07:34",8919-FYFQZ,1,Yes,8919-FYFQZ,Male,1,Yes,No,8919-FYFQZ,1,30.35,1359.7,8919-FYFQZ,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
8920-NAVAY,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,8920-NAVAY,"2016-11-21 18:07:34",8920-NAVAY,2,Yes,8920-NAVAY,Male,1,No,No,8920-NAVAY,3,110.75,7053.35,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",2,"One year"
8922-LIEGH,Yes,Yes,2,No,Yes,No,No,No,Yes,8922-LIEGH,"2019-12-21 18:07:34",8922-LIEGH,1,Yes,8922-LIEGH,Female,1,No,No,8922-LIEGH,1,89.7,2187.55,8922-LIEGH,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
8922-NPKBJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",8922-NPKBJ,"2018-07-21 18:07:34",8922-NPKBJ,3,No,8922-NPKBJ,Male,0,Yes,Yes,8922-NPKBJ,2,19.35,867.3,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
8929-KSWIH,Yes,No,2,No,No,Yes,Yes,Yes,Yes,8929-KSWIH,"2019-12-21 18:07:34",8929-KSWIH,3,No,8929-KSWIH,Male,0,No,No,8929-KSWIH,3,99.3,2513.5,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
